variable_1,variable_2,rho_spearman
ph_min,temp_min,0.16504085168577315
creatinina_max,glucemia_min,0.16016581580517328
anchor_age,map_min,-0.1597342498441803
pf_min,ventilacion_invasiva_3h,0.1557307289138985
bicarbonato_min,sofa_max,-0.15195252600812048
rr_max,leucocitos_min,0.1510224743707776
diuresis_ml_kg_3h,bilirrubina_media,-0.14979463749651448
pf_min,creatinina_max,-0.1489402316114023
diuresis_ml_kg_3h,tp_max,-0.14806734673560915
gcs_min,bilirrubina_media,-0.1437034572606798
hr_media,tp_max,0.1415894854503683
peso_kg,sofa_max,0.14091718484926125
gcs_min,diuresis_ml_kg_3h,0.13741526358201128
gcs_min,bicarbonato_min,0.13736801797391854
anchor_age,peso_kg,-0.137088306332001
peso_kg,temp_min,0.13657108347665514
hr_media,ph_min,-0.13631855910964868
anchor_age,ventilacion_invasiva_3h,-0.1338884758022874
ph_min,leucocitos_min,-0.13063525359929035
plaquetas_min,hemoglobina_min,0.12850084428930955
spo2_min,temp_min,-0.12773109979663638
gender,hemoglobina_min,0.1266763295291738
hr_media,leucocitos_min,0.1244357373956794
contador_estancia_uci,tp_max,0.12366114057195148
bicarbonato_min,glucemia_min,-0.1235715656570546
anchor_age,glucemia_min,0.12329810300941307
pf_min,gcs_min,-0.12048591667614703
spo2_min,bilirrubina_media,0.12000150650433447
anchor_age,gcs_min,0.11966530558770257
creatinina_max,tp_max,0.11935069453676751
rr_max,temp_min,0.11934980240255404
bicarbonato_min,plaquetas_min,0.11889522679254097
peso_kg,spo2_min,-0.11813152372331479
bicarbonato_min,bilirrubina_media,-0.11663447473131508
spo2_min,creatinina_max,-0.11615656383599511
ventilacion_invasiva_3h,ph_min,-0.11601141780281274
anchor_age,gpt_max,-0.11572168603679973
contador_estancia_uci,creatinina_max,0.1156333257240123
anchor_age,spo2_min,-0.11538005129883268
bicarbonato_min,tp_max,-0.11436232448105572
hr_media,bilirrubina_media,0.11382392418308797
map_min,ph_min,0.11365871963192493
peso_kg,glucemia_min,0.11295519440566897
map_min,diuresis_ml_kg_3h,0.11251346131221972
bicarbonato_min,gpt_max,-0.1112105884487247
spo2_min,plaquetas_min,-0.11001102752075947
anchor_age,temp_min,-0.10917474835520538
gender,bilirrubina_media,0.10595135284807712
anchor_age,diuresis_ml_kg_3h,-0.10448819748872853
leucocitos_min,glucemia_min,0.10309713513357914
hr_media,pf_min,-0.1021871277396171
peso_kg,hemoglobina_min,0.10057716886995284
peso_kg,bilirrubina_media,0.1002556987668635
tp_max,glucemia_min,0.09863085970926236
ph_min,gpt_max,-0.09787042695743463
hr_media,fio2_max,0.09707540089415392
fio2_max,tp_max,0.09694831260582232
spo2_min,bicarbonato_min,-0.09629941326167966
rr_max,ph_min,-0.09446611464958848
anchor_age,plaquetas_min,0.09395292319376372
contador_estancia_uci,pf_min,-0.09394694439095128
bicarbonato_min,leucocitos_min,-0.09385121019439938
pf_min,sofa_max,-0.09260792003402817
creatinina_max,lactato_max,0.09257231128198903
peso_kg,pf_min,-0.09213023305186606
fio2_max,creatinina_max,0.09137152392053562
ventilacion_invasiva_3h,sofa_max,0.09132157389647608
bilirrubina_media,glucemia_min,0.0896207547218609
ventilacion_invasiva_3h,gpt_max,0.08846164941554029
anchor_age,bilirrubina_media,-0.08817680562021378
gpt_max,hemoglobina_min,0.08793954181325145
diuresis_ml_kg_3h,lactato_max,-0.08743847008731795
map_min,creatinina_max,-0.0874156013395682
hr_media,ventilacion_invasiva_3h,-0.08554016203854106
spo2_min,sofa_max,-0.08546815955871115
bilirrubina_media,hemoglobina_min,-0.08484061703724509
diuresis_ml_kg_3h,bicarbonato_min,0.08442668746764749
spo2_min,lactato_max,0.08396093500034095
fio2_max,diuresis_ml_kg_3h,-0.08367694408627621
pf_min,lactato_max,-0.08346654733641097
rr_max,bilirrubina_media,-0.08300138255557477
gender,plaquetas_min,-0.08280796331618337
contador_estancia_uci,ventilacion_invasiva_3h,-0.0824433865139651
anchor_age,pf_min,-0.08161361665218149
ventilacion_invasiva_3h,lactato_max,0.08069963034822229
gender,gpt_max,0.08064228689256155
creatinina_max,hemoglobina_min,-0.0801940077026878
pf_min,bicarbonato_min,-0.07978212070539469
peso_kg,bicarbonato_min,0.07937348073133378
rr_max,plaquetas_min,0.07918666024813198
bilirrubina_media,leucocitos_min,-0.07916949326362152
plaquetas_min,glucemia_min,-0.07866845734982135
map_min,ventilacion_invasiva_3h,-0.0782492083809486
leucocitos_min,hemoglobina_min,0.07770435340481732
map_min,spo2_min,0.07762874855140438
creatinina_max,plaquetas_min,-0.07746902961070568
hr_media,gcs_min,0.077302740454608
contador_estancia_uci,sofa_max,0.07691945463913781
fio2_max,glucemia_min,0.07587238594049724
diuresis_ml_kg_3h,glucemia_min,-0.07578944924565952
creatinina_max,gpt_max,0.07561007128756936
hr_media,bicarbonato_min,-0.07467716706749017
ventilacion_invasiva_3h,diuresis_ml_kg_3h,-0.07465708604152192
peso_kg,fio2_max,0.07398068458425243
pf_min,diuresis_ml_kg_3h,0.07389762131732223
gender,hr_media,-0.07338524689185026
creatinina_max,leucocitos_min,0.07316781102592114
spo2_min,hemoglobina_min,-0.07296201934976956
lactato_max,leucocitos_min,0.07112754040858038
spo2_min,ph_min,0.07110613234295794
rr_max,creatinina_max,0.07086213740589269
gender,sofa_max,0.07081956470837332
temp_min,sofa_max,-0.0706637419041246
leucocitos_min,sofa_max,-0.07061281902033568
map_min,tp_max,-0.07052592588544171
spo2_min,leucocitos_min,-0.06862206052126137
ventilacion_invasiva_3h,hemoglobina_min,0.06848049779366479
glucemia_min,temp_min,-0.06619163342499738
peso_kg,lactato_max,-0.06368304983332061
gcs_min,temp_min,0.06275647964701508
anchor_age,fio2_max,0.062482297757606366
ventilacion_invasiva_3h,bicarbonato_min,-0.06205960502414131
gender,diuresis_ml_kg_3h,-0.06197431630372893
fio2_max,lactato_max,0.06164732302786301
gcs_min,leucocitos_min,0.06141748332322974
gcs_min,hemoglobina_min,-0.06113268127406018
diuresis_ml_kg_3h,gpt_max,-0.05967633261299507
tp_max,temp_min,-0.05886301134739428
hr_media,gpt_max,0.05882088514367292
contador_estancia_uci,gpt_max,-0.058618474947689896
gender,temp_min,0.05770934703708968
creatinina_max,temp_min,-0.05767194207077113
peso_kg,ph_min,-0.05643952446219932
diuresis_ml_kg_3h,hemoglobina_min,0.05558990794699372
gender,leucocitos_min,-0.0552396899160653
hr_media,sofa_max,0.05433626518999936
contador_estancia_uci,glucemia_min,0.05432362111270097
fio2_max,leucocitos_min,0.05345167462827545
rr_max,bicarbonato_min,-0.05300252818169464
contador_estancia_uci,rr_max,0.05275277628711975
anchor_age,sofa_max,0.05273631907484989
diuresis_ml_kg_3h,plaquetas_min,0.0518606031497324
pf_min,bilirrubina_media,0.04988265488912094
creatinina_max,bilirrubina_media,0.0496351107904472
peso_kg,gpt_max,0.04945374225494971
pf_min,tp_max,-0.04916484543487961
gender,gcs_min,-0.049078423743832866
anchor_age,tp_max,0.04891361328092643
ventilacion_invasiva_3h,glucemia_min,0.0477492744983402
contador_estancia_uci,bicarbonato_min,0.04772601736568688
hr_media,creatinina_max,-0.04735168124810016
rr_max,lactato_max,0.04645101423765744
diuresis_ml_kg_3h,temp_min,0.04632098109632438
pf_min,plaquetas_min,-0.046212499376697046
ventilacion_invasiva_3h,bilirrubina_media,0.045964837039702396
contador_estancia_uci,hr_media,0.04563698224842445
fio2_max,temp_min,-0.045205921953052494
map_min,bicarbonato_min,0.04446784225252779
spo2_min,gpt_max,0.044023442027588976
anchor_age,hemoglobina_min,-0.04321499117783771
map_min,fio2_max,-0.043180586529597643
diuresis_ml_kg_3h,leucocitos_min,-0.04307015528523739
anchor_age,rr_max,0.04144032571923384
map_min,lactato_max,-0.041382211652247064
gcs_min,tp_max,-0.04111179990156491
peso_kg,gcs_min,-0.041094635019111814
contador_estancia_uci,spo2_min,-0.041084236360373214
contador_estancia_uci,gcs_min,0.04086579678787305
ph_min,hemoglobina_min,-0.03994221884472292
fio2_max,gpt_max,0.03986279257962155
fio2_max,plaquetas_min,0.03923450341366307
pf_min,glucemia_min,-0.0390654356999064
anchor_age,gender,-0.03809715619073114
peso_kg,plaquetas_min,-0.03768828921830348
anchor_age,contador_estancia_uci,0.037607699194965136
ventilacion_invasiva_3h,tp_max,-0.03755078959239432
rr_max,hemoglobina_min,-0.03727556446427892
ventilacion_invasiva_3h,temp_min,-0.037249931292225584
peso_kg,rr_max,0.03717529773795821
gender,tp_max,0.036849799650477875
contador_estancia_uci,ph_min,-0.03561916069151681
gender,bicarbonato_min,0.03509274807719966
contador_estancia_uci,map_min,-0.03508179409003151
pf_min,leucocitos_min,-0.0342511861067694
peso_kg,hr_media,-0.03397990614834888
gcs_min,creatinina_max,-0.03348230533850514
fio2_max,gcs_min,-0.03304574268753949
map_min,pf_min,0.03258561685373901
map_min,bilirrubina_media,-0.032565152466486134
lactato_max,hemoglobina_min,0.03177444272778
spo2_min,glucemia_min,0.031649549008364274
peso_kg,tp_max,0.031538877001563714
map_min,plaquetas_min,0.03152065357473863
hr_media,hemoglobina_min,-0.030343746687113378
rr_max,tp_max,0.030249771939838972
ph_min,plaquetas_min,0.029724305729555183
contador_estancia_uci,diuresis_ml_kg_3h,-0.029033671567483477
anchor_age,lactato_max,-0.02840621287897243
map_min,glucemia_min,-0.027721256864340647
pf_min,temp_min,-0.027169038246937022
ventilacion_invasiva_3h,plaquetas_min,-0.02701945105275423
contador_estancia_uci,temp_min,-0.02656140189361957
gender,spo2_min,-0.026473649532784967
anchor_age,leucocitos_min,0.0253866463663591
hr_media,diuresis_ml_kg_3h,0.02526143943295713
contador_estancia_uci,plaquetas_min,0.025062259691114645
gender,pf_min,-0.024573116292896907
gpt_max,temp_min,0.02418847614484035
gender,fio2_max,0.02402607375905555
gender,contador_estancia_uci,0.02362574711627156
pf_min,hemoglobina_min,0.02286720641889761
gender,rr_max,-0.022756334373925862
spo2_min,diuresis_ml_kg_3h,0.0211872128966449
hr_media,glucemia_min,-0.021162207316609755
fio2_max,hemoglobina_min,0.020422787036250334
peso_kg,map_min,0.020291637278399943
map_min,gcs_min,0.020131452803847965
contador_estancia_uci,bilirrubina_media,-0.019682755304086443
peso_kg,contador_estancia_uci,-0.019601399272617052
map_min,gpt_max,0.019427742352324227
map_min,rr_max,-0.01937002089788638
gender,ventilacion_invasiva_3h,0.019181993100828913
rr_max,gpt_max,-0.01808758470895519
spo2_min,tp_max,0.0175769336535491
contador_estancia_uci,fio2_max,0.017352766385899804
contador_estancia_uci,leucocitos_min,-0.017197755555979334
fio2_max,bilirrubina_media,0.01688050191144254
ventilacion_invasiva_3h,creatinina_max,-0.016277041512938278
fio2_max,bicarbonato_min,-0.01602247887690618
map_min,temp_min,-0.015112361505015945
anchor_age,bicarbonato_min,0.014811857373253193
leucocitos_min,temp_min,0.014473656329491054
rr_max,diuresis_ml_kg_3h,0.013606756759972876
tp_max,leucocitos_min,-0.013406723906707892
gender,glucemia_min,0.012596855784279624
plaquetas_min,temp_min,0.0124181811537841
gender,ph_min,-0.012373948314371
anchor_age,ph_min,0.011643976189594623
pf_min,gpt_max,-0.010938730571536779
bilirrubina_media,temp_min,-0.010893012710331915
hr_media,plaquetas_min,0.010597957008977286
gender,lactato_max,-0.010283779453177672
map_min,hr_media,0.009510966590289785
contador_estancia_uci,lactato_max,-0.009405752271579351
bicarbonato_min,hemoglobina_min,-0.008942362423145273
fio2_max,ventilacion_invasiva_3h,0.005987701602042456
ph_min,tp_max,-0.005741208050585989
peso_kg,ventilacion_invasiva_3h,-0.005402347315627027
peso_kg,leucocitos_min,0.005250292204939364
gender,map_min,-0.004981557804344307
ph_min,bilirrubina_media,0.0049717886351327316
gpt_max,leucocitos_min,-0.004085313966738704
rr_max,glucemia_min,-0.0038673886309112107
ventilacion_invasiva_3h,leucocitos_min,-0.002955604336371005
hemoglobina_min,temp_min,0.002695858637302079
rr_max,sofa_max,-0.0022786626133699957
map_min,leucocitos_min,0.0016048028161987054
hemoglobina_min,glucemia_min,-0.0009060400760501002
anchor_age,anchor_age,
gender,anchor_age,
gender,gender,
peso_kg,anchor_age,
peso_kg,gender,
peso_kg,peso_kg,
contador_estancia_uci,anchor_age,
contador_estancia_uci,gender,
contador_estancia_uci,peso_kg,
contador_estancia_uci,contador_estancia_uci,
map_min,anchor_age,
map_min,gender,
map_min,peso_kg,
map_min,contador_estancia_uci,
map_min,map_min,
hr_media,anchor_age,
hr_media,gender,
hr_media,peso_kg,
hr_media,contador_estancia_uci,
hr_media,map_min,
hr_media,hr_media,
pf_min,anchor_age,
pf_min,gender,
pf_min,peso_kg,
pf_min,contador_estancia_uci,
pf_min,map_min,
pf_min,hr_media,
pf_min,pf_min,
spo2_min,anchor_age,
spo2_min,gender,
spo2_min,peso_kg,
spo2_min,contador_estancia_uci,
spo2_min,map_min,
spo2_min,hr_media,
spo2_min,pf_min,
spo2_min,spo2_min,
fio2_max,anchor_age,
fio2_max,gender,
fio2_max,peso_kg,
fio2_max,contador_estancia_uci,
fio2_max,map_min,
fio2_max,hr_media,
fio2_max,pf_min,
fio2_max,spo2_min,
fio2_max,fio2_max,
rr_max,anchor_age,
rr_max,gender,
rr_max,peso_kg,
rr_max,contador_estancia_uci,
rr_max,map_min,
rr_max,hr_media,
rr_max,pf_min,
rr_max,spo2_min,
rr_max,fio2_max,
rr_max,rr_max,
gcs_min,anchor_age,
gcs_min,gender,
gcs_min,peso_kg,
gcs_min,contador_estancia_uci,
gcs_min,map_min,
gcs_min,hr_media,
gcs_min,pf_min,
gcs_min,spo2_min,
gcs_min,fio2_max,
gcs_min,rr_max,
gcs_min,gcs_min,
ventilacion_invasiva_3h,anchor_age,
ventilacion_invasiva_3h,gender,
ventilacion_invasiva_3h,peso_kg,
ventilacion_invasiva_3h,contador_estancia_uci,
ventilacion_invasiva_3h,map_min,
ventilacion_invasiva_3h,hr_media,
ventilacion_invasiva_3h,pf_min,
ventilacion_invasiva_3h,spo2_min,
ventilacion_invasiva_3h,fio2_max,
ventilacion_invasiva_3h,rr_max,
ventilacion_invasiva_3h,gcs_min,
ventilacion_invasiva_3h,ventilacion_invasiva_3h,
creatinina_max,anchor_age,
creatinina_max,gender,
creatinina_max,peso_kg,
creatinina_max,contador_estancia_uci,
creatinina_max,map_min,
creatinina_max,hr_media,
creatinina_max,pf_min,
creatinina_max,spo2_min,
creatinina_max,fio2_max,
creatinina_max,rr_max,
creatinina_max,gcs_min,
creatinina_max,ventilacion_invasiva_3h,
creatinina_max,creatinina_max,
diuresis_ml_kg_3h,anchor_age,
diuresis_ml_kg_3h,gender,
diuresis_ml_kg_3h,peso_kg,
diuresis_ml_kg_3h,contador_estancia_uci,
diuresis_ml_kg_3h,map_min,
diuresis_ml_kg_3h,hr_media,
diuresis_ml_kg_3h,pf_min,
diuresis_ml_kg_3h,spo2_min,
diuresis_ml_kg_3h,fio2_max,
diuresis_ml_kg_3h,rr_max,
diuresis_ml_kg_3h,gcs_min,
diuresis_ml_kg_3h,ventilacion_invasiva_3h,
diuresis_ml_kg_3h,creatinina_max,
diuresis_ml_kg_3h,diuresis_ml_kg_3h,
lactato_max,anchor_age,
lactato_max,gender,
lactato_max,peso_kg,
lactato_max,contador_estancia_uci,
lactato_max,map_min,
lactato_max,hr_media,
lactato_max,pf_min,
lactato_max,spo2_min,
lactato_max,fio2_max,
lactato_max,rr_max,
lactato_max,gcs_min,
lactato_max,ventilacion_invasiva_3h,
lactato_max,creatinina_max,
lactato_max,diuresis_ml_kg_3h,
lactato_max,lactato_max,
ph_min,anchor_age,
ph_min,gender,
ph_min,peso_kg,
ph_min,contador_estancia_uci,
ph_min,map_min,
ph_min,hr_media,
ph_min,pf_min,
ph_min,spo2_min,
ph_min,fio2_max,
ph_min,rr_max,
ph_min,gcs_min,
ph_min,ventilacion_invasiva_3h,
ph_min,creatinina_max,
ph_min,diuresis_ml_kg_3h,
ph_min,lactato_max,
ph_min,ph_min,
bicarbonato_min,anchor_age,
bicarbonato_min,gender,
bicarbonato_min,peso_kg,
bicarbonato_min,contador_estancia_uci,
bicarbonato_min,map_min,
bicarbonato_min,hr_media,
bicarbonato_min,pf_min,
bicarbonato_min,spo2_min,
bicarbonato_min,fio2_max,
bicarbonato_min,rr_max,
bicarbonato_min,gcs_min,
bicarbonato_min,ventilacion_invasiva_3h,
bicarbonato_min,creatinina_max,
bicarbonato_min,diuresis_ml_kg_3h,
bicarbonato_min,lactato_max,
bicarbonato_min,ph_min,
bicarbonato_min,bicarbonato_min,
bilirrubina_media,anchor_age,
bilirrubina_media,gender,
bilirrubina_media,peso_kg,
bilirrubina_media,contador_estancia_uci,
bilirrubina_media,map_min,
bilirrubina_media,hr_media,
bilirrubina_media,pf_min,
bilirrubina_media,spo2_min,
bilirrubina_media,fio2_max,
bilirrubina_media,rr_max,
bilirrubina_media,gcs_min,
bilirrubina_media,ventilacion_invasiva_3h,
bilirrubina_media,creatinina_max,
bilirrubina_media,diuresis_ml_kg_3h,
bilirrubina_media,lactato_max,
bilirrubina_media,ph_min,
bilirrubina_media,bicarbonato_min,
bilirrubina_media,bilirrubina_media,
gpt_max,anchor_age,
gpt_max,gender,
gpt_max,peso_kg,
gpt_max,contador_estancia_uci,
gpt_max,map_min,
gpt_max,hr_media,
gpt_max,pf_min,
gpt_max,spo2_min,
gpt_max,fio2_max,
gpt_max,rr_max,
gpt_max,gcs_min,
gpt_max,ventilacion_invasiva_3h,
gpt_max,creatinina_max,
gpt_max,diuresis_ml_kg_3h,
gpt_max,lactato_max,
gpt_max,ph_min,
gpt_max,bicarbonato_min,
gpt_max,bilirrubina_media,
gpt_max,gpt_max,
tp_max,anchor_age,
tp_max,gender,
tp_max,peso_kg,
tp_max,contador_estancia_uci,
tp_max,map_min,
tp_max,hr_media,
tp_max,pf_min,
tp_max,spo2_min,
tp_max,fio2_max,
tp_max,rr_max,
tp_max,gcs_min,
tp_max,ventilacion_invasiva_3h,
tp_max,creatinina_max,
tp_max,diuresis_ml_kg_3h,
tp_max,lactato_max,
tp_max,ph_min,
tp_max,bicarbonato_min,
tp_max,bilirrubina_media,
tp_max,gpt_max,
tp_max,tp_max,
plaquetas_min,anchor_age,
plaquetas_min,gender,
plaquetas_min,peso_kg,
plaquetas_min,contador_estancia_uci,
plaquetas_min,map_min,
plaquetas_min,hr_media,
plaquetas_min,pf_min,
plaquetas_min,spo2_min,
plaquetas_min,fio2_max,
plaquetas_min,rr_max,
plaquetas_min,gcs_min,
plaquetas_min,ventilacion_invasiva_3h,
plaquetas_min,creatinina_max,
plaquetas_min,diuresis_ml_kg_3h,
plaquetas_min,lactato_max,
plaquetas_min,ph_min,
plaquetas_min,bicarbonato_min,
plaquetas_min,bilirrubina_media,
plaquetas_min,gpt_max,
plaquetas_min,tp_max,
plaquetas_min,plaquetas_min,
leucocitos_min,anchor_age,
leucocitos_min,gender,
leucocitos_min,peso_kg,
leucocitos_min,contador_estancia_uci,
leucocitos_min,map_min,
leucocitos_min,hr_media,
leucocitos_min,pf_min,
leucocitos_min,spo2_min,
leucocitos_min,fio2_max,
leucocitos_min,rr_max,
leucocitos_min,gcs_min,
leucocitos_min,ventilacion_invasiva_3h,
leucocitos_min,creatinina_max,
leucocitos_min,diuresis_ml_kg_3h,
leucocitos_min,lactato_max,
leucocitos_min,ph_min,
leucocitos_min,bicarbonato_min,
leucocitos_min,bilirrubina_media,
leucocitos_min,gpt_max,
leucocitos_min,tp_max,
leucocitos_min,plaquetas_min,
leucocitos_min,leucocitos_min,
hemoglobina_min,anchor_age,
hemoglobina_min,gender,
hemoglobina_min,peso_kg,
hemoglobina_min,contador_estancia_uci,
hemoglobina_min,map_min,
hemoglobina_min,hr_media,
hemoglobina_min,pf_min,
hemoglobina_min,spo2_min,
hemoglobina_min,fio2_max,
hemoglobina_min,rr_max,
hemoglobina_min,gcs_min,
hemoglobina_min,ventilacion_invasiva_3h,
hemoglobina_min,creatinina_max,
hemoglobina_min,diuresis_ml_kg_3h,
hemoglobina_min,lactato_max,
hemoglobina_min,ph_min,
hemoglobina_min,bicarbonato_min,
hemoglobina_min,bilirrubina_media,
hemoglobina_min,gpt_max,
hemoglobina_min,tp_max,
hemoglobina_min,plaquetas_min,
hemoglobina_min,leucocitos_min,
hemoglobina_min,hemoglobina_min,
glucemia_min,anchor_age,
glucemia_min,gender,
glucemia_min,peso_kg,
glucemia_min,contador_estancia_uci,
glucemia_min,map_min,
glucemia_min,hr_media,
glucemia_min,pf_min,
glucemia_min,spo2_min,
glucemia_min,fio2_max,
glucemia_min,rr_max,
glucemia_min,gcs_min,
glucemia_min,ventilacion_invasiva_3h,
glucemia_min,creatinina_max,
glucemia_min,diuresis_ml_kg_3h,
glucemia_min,lactato_max,
glucemia_min,ph_min,
glucemia_min,bicarbonato_min,
glucemia_min,bilirrubina_media,
glucemia_min,gpt_max,
glucemia_min,tp_max,
glucemia_min,plaquetas_min,
glucemia_min,leucocitos_min,
glucemia_min,hemoglobina_min,
glucemia_min,glucemia_min,
temp_min,anchor_age,
temp_min,gender,
temp_min,peso_kg,
temp_min,contador_estancia_uci,
temp_min,map_min,
temp_min,hr_media,
temp_min,pf_min,
temp_min,spo2_min,
temp_min,fio2_max,
temp_min,rr_max,
temp_min,gcs_min,
temp_min,ventilacion_invasiva_3h,
temp_min,creatinina_max,
temp_min,diuresis_ml_kg_3h,
temp_min,lactato_max,
temp_min,ph_min,
temp_min,bicarbonato_min,
temp_min,bilirrubina_media,
temp_min,gpt_max,
temp_min,tp_max,
temp_min,plaquetas_min,
temp_min,leucocitos_min,
temp_min,hemoglobina_min,
temp_min,glucemia_min,
temp_min,temp_min,
sofa_max,anchor_age,
sofa_max,gender,
sofa_max,peso_kg,
sofa_max,contador_estancia_uci,
sofa_max,map_min,
sofa_max,hr_media,
sofa_max,pf_min,
sofa_max,spo2_min,
sofa_max,fio2_max,
sofa_max,rr_max,
sofa_max,gcs_min,
sofa_max,ventilacion_invasiva_3h,
sofa_max,creatinina_max,
sofa_max,diuresis_ml_kg_3h,
sofa_max,lactato_max,
sofa_max,ph_min,
sofa_max,bicarbonato_min,
sofa_max,bilirrubina_media,
sofa_max,gpt_max,
sofa_max,tp_max,
sofa_max,plaquetas_min,
sofa_max,leucocitos_min,
sofa_max,hemoglobina_min,
sofa_max,glucemia_min,
sofa_max,temp_min,
sofa_max,sofa_max,
